Gene,Ancestry_Category,EUR_Associated,SAS_Associated,Associated_Traits_Count,Associated_Traits_List,Associated_Variants_Count
BAZ1A,Both (Shared),True,True,59,"Heel bone mineral density; Hematological traits (multi-trait analysis); Impedance of arm right (UKB data field 23109); Lung cancer; Mean corpuscular volume; Mean sphered cell volume (UKB data field 30270); Mean spheric corpuscular volume; Red blood cell count; Reticulocyte count; mean corpuscular hemoglobin (MCH, mean, inv-norm transformed)",39
UBE3D,Both (Shared),True,True,51,Adult body size; BMI and adiposity (confirmatory factor analysis Factor 7); Bioavailable testosterone levels; Gut microbial network clusters (Pink (at 1 year) x Maternal Birth Antibiotics Use interaction; Hearing aid use; Heel bone mineral density; Height (baseline); Left hippocampal volume; Metabolic syndrome; Whole body fat free mass (UKB data field 23101),53
EIF4A1P1,Both (Shared),True,True,30,Alkenylphosphatidylethanolamine (P-18:1/20:4) (a) levels; GAD score x Polysocial risk score (PsRS) interaction; Gut microbial network clusters (Pink (at 1 year) x Homesmokers interaction; Gut microbial network clusters (Salmon (at 1 year) x Any Breastfeeding (Duration) interaction; Gut microbial network clusters (Salmon (at 1 year) x Exclusive Breastfeeding (3 Months) interaction; Gut microbiota alpha diversity (Shannon index); Gut microbiota alpha diversity (Simpson index); Heel bone mineral density; PHQ score x Polysocial risk score (PsRS) interaction; TGFBR3 protein levels,29
RPL10P1,Both (Shared),True,True,19,Alkenylphosphatidylethanolamine (P-18:1/20:4) (a) levels; Electrocardiogram morphology (amplitude at temporal datapoints); Estimated bone mineral density; Glioblastoma; Gut microbial network clusters (Pink (at 1 year) x Homesmokers interaction; Heel bone mineral density; LAP TGF beta1 levels; Post bronchodilator FEV1/FVC ratio; QRS duration; TGFBR3 protein levels,20
HOXA11,Both (Shared),True,True,27,A body shape index; Heel bone mineral density; Height (baseline); Hypertension; Systolic blood pressure x depressive symptoms interaction (2df test); Waist circumference adjusted for BMI (joint analysis main effects and physical activity interaction); Waist circumference adjusted for BMI in non-smokers; Waist circumference adjusted for body mass index; Waist-to-hip ratio adjusted for BMI; Waist-to-hip ratio adjusted for BMI x sex x age interaction (4df test),4
PITPNC1,Both (Shared),True,True,54,Body size at age 10; Childhood body mass index; Complement factor H-related protein 3 levels; Duodenal ulcer; Estimated glomerular filtration rate (creatinine); Hematological traits (multi-trait analysis); Morningness; Telomere length (principal component 1); Type 2 diabetes; Waist-to-hip ratio adjusted for BMI,49
MEGF9,Both (Shared),True,True,37,"Cerebrospinal fluid protein MEGF9 levels; Cholesterol esters in very large HDL; Drinks per week; Height (standard GWA); High light scatter reticulocyte count; Lung cancer; Neutrophils and lymphocytes in blood (confirmatory factor analysis Factor 35); Reticulocyte count; Reticulocyte fraction of red cells; height (mean, inv-normal transformed)",27
RAD21-AS1,European-Only,True,False,4,Depression; Gut microbiome composition (winter); Menopause (age at onset); Severe aortic features in Marfan syndrome,4
AARD,European-Only,True,False,4,Depression; Gut microbiome composition (winter); Menopause (age at onset); Severe aortic features in Marfan syndrome,4
LINC01169,Both (Shared),True,True,94,"Cholesterol to Total Lipids in Very Large VLDL percentage; Frailty (Factor 3 - Multimorbidity); Hematological traits (multi-trait analysis); Hemoglobin concentration; Interleukin-1-beta levels; Mean corpuscular haemoglobin (UKB data field 30050); Response to esketamine in treatment resistant depression; Triglycerides to Total Lipids in Small VLDL percentage; Type 2 diabetes; mean corpuscular hemoglobin (MCH, mean, inv-norm transformed)",57
LINGO1,Both (Shared),True,True,104,Alzheimer’s disease polygenic risk score (upper quantile vs lower quantile); Depressive symptoms; Drinks per week; Hematological traits (multi-trait analysis); Leisure screen time; Predicted visceral adipose tissue; Smoking initiation (ever regular vs never regular); Smoking initiation (ever regular vs never regular) (MTAG); Type 2 diabetes; Uterine fibroids,100
RAB40C,European-Only,True,False,23,Hematological traits (multi-trait analysis); Mean corpuscular haemoglobin (UKB data field 30050); Mean corpuscular hemoglobin; Mean corpuscular volume; Mean reticulocyte volume (UKB data field 30260); Mean sphered cell volume (UKB data field 30270); Personality traits or cognitive traits (multivariate analysis); Refractive error; Serum levels of protein WFIKKN1; WFIKKN1 protein levels,22
SYT17,Both (Shared),True,True,27,1-oleoyl-GPC (18:1) levels; Alcohol dependence; Fruit consumption; Fruit intake (standard GWA); Height (baseline); NOMO1 protein levels; Parkinson's disease; Physical function (baseline); REST UKBBICA NET100 0810; Streptacidiphilus abundance in stool,23
TNRC6A,Both (Shared),True,True,147,Basal metabolic rate (UKB data field 23105); Bitter alcoholic beverage consumption; Body size at age 10; Drinks per week; Fluid intelligence; Hematological traits (multi-trait analysis); Mean platelet volume; Sex hormone-binding globulin levels adjusted for BMI; Smoking initiation (ever regular vs never regular) (MTAG); Smoking status,74
IL27,Both (Shared),True,True,60,"Cognitive empathy; Drinks per week; General cognitive ability; Mammary artery APOBR levels; Mean sphered cell volume (UKB data field 30270); Mean spheric corpuscular volume; Mosquito bite size; Platelet count; mean corpuscular hemoglobin concentration (MCHC, maximum, inv-norm transformed); mean corpuscular hemoglobin concentration (MCHC, minimum, inv-norm transformed)",39
NUPR1,Both (Shared),True,True,57,APOBR protein levels; Circulating XCL1 levels; Cognitive empathy; Drinks per week; FEV1 or inflammatory bowel disease (pleiotropy); General cognitive ability; Mammary artery APOBR levels; Mosquito bite size; SULT1A1 protein levels; X-13729 levels,40
SALL1,Both (Shared),True,True,80,"ACE2/GGT1 protein level ratio; Circulating HAVCR1 levels (id: OID00426_OID21422); Dentures; Eosinophil percentage of white cells; Hematological traits (multi-trait analysis); Hemoglobin concentration; Self-reported math ability; Vertical cup-disc ratio; Vertical cup-disc ratio (multi-trait analysis); prostate-specific antigen (PSA, mean, inv-norm transformed)",57
CASC22,Both (Shared),True,True,24,Bone mineral density mean; Brain volume in infants (grey matter); Cognitive resilience to Alzheimer's disease pathology (residual cognitive resilience model); Forced expiratory volume in 1 second (FEV1); Forced vital capacity (FVC); Height (baseline); Insomnia; Lung function (FVC); Major depressive disorder; Methotrexate pharmacokinetics (acute lymphoblastic leukemia),29
TOX3,Both (Shared),True,True,50,"Biological Sibling:  Cancer, Breast; Cognitive resilience to Alzheimer's disease pathology (residual cognitive resilience model); Free Cholesterol to Cholesteryl Esters in Small HDL ratio; Hip shape mode 1; Metabolic syndrome; Methotrexate pharmacokinetics (acute lymphoblastic leukemia); Neuroticism; Red blood cell count; Reduction in HbA1c levels in response to sulfonylureas treatment in type 2 diabetes; Response to tofacitinib treatment in rheumatoid arthritis (herpes zoster)",48
LINC02169,Both (Shared),True,True,24,3-Hydroxybutyrate levels; COVID-19 (hospitalized covid vs population); COVID-19 (hospitalized vs not hospitalized); Estimated glomerular filtration rate (creatinine); Free Cholesterol to Cholesteryl Esters in Small HDL ratio; Knee osteoarthritis; Memory decline; Personality traits or cognitive traits (multivariate analysis); Tinnitus-related distress; Unsupervised deep imaging phenotypes (UDIP-FA),23
GEMIN8P2,Both (Shared),True,True,21,3-(4-hydroxyphenyl)lactate levels; Body mass index; Cerebrospinal fluid phenyllactate (PLA) levels; Dyslexia; Educational attainment (years of education); Kynurenate levels; Metabolic syndrome; Plasma imidazole lactate levels in chronic kidney disease; Suicide; X-16071 levels,18
RPS27AP16,Both (Shared),True,True,44,Change in processing speed in pediatric CNS tumors treated with craniospinal irradiation; General cognitive ability; General risk tolerance (MTAG); Highest math class taken (MTAG); Irritable bowel syndrome (MTAG); Post bronchodilator FEV1; Self-reported math ability (MTAG); Smoking cessation; Waist circumference adjusted for body mass index; Word reading,62
RNU6-21P,Both (Shared),True,True,44,Alzheimer disease and age of onset; Cognitive aspects of educational attainment; Glucagon levels in response to oral glucose tolerance test (120 minutes); Highest math class taken (MTAG); Metabolic syndrome; Pre-treatment pain in head and neck squamous cell carcinoma; Reaction time; Remission after antidepressant treatment in major depression; Self-reported math ability (MTAG); Sib-shared facial trait 891; Facial segment 52; 3D morphology of the outer cheeks,41
MNT,European-Only,True,False,11,Age when finished full-time education (standard GWA); Cigarettes smoked per day; Drinks usually with meals in current drinkers (yes and it varies vs no) (UKB data field 1618); Educational attainment; Hematological traits (multi-trait analysis); Highest math class taken; Highest math class taken (MTAG); Insomnia; Precordial pain (PheCode 418.1); Type 2 diabetes (PheCode 250.2),8
FBXL20,Both (Shared),True,True,106,"Asthma (childhood onset); Creatinine levels (UKB data field 23478); Drinks per week; Glomerular filtration rate (creatinine); Lung function (FVC); Mean platelet volume; Mean reticulocyte volume; Triglycerides in large HDL; X-23585 levels; estimated glomerular filtration rate (eGFR, maximum, inv-norm transformed)",78
ATXN7L3-AS1,Both (Shared),True,True,51,"Body mass index (BMI, maximum, inv-normal transformed); Cortical surface area; Heel bone mineral density; High light scatter reticulocyte count; Impedance of arm right (UKB data field 23109); Predicted visceral adipose tissue; Serum uric acid levels; Weight (minimum, inv-normal transformed); hemolysis of donated blood (osmotic); mean corpuscular hemoglobin concentration (MCHC, maximum, inv-norm transformed)",30
SLC4A1,Both (Shared),True,True,86,"CD300LG protein levels; Corneal resistance factor (MTAG); Hematological traits (multi-trait analysis); Hemoglobin concentration; Immature reticulocyte forward scatter; Mean corpuscular haemoglobin (UKB data field 30050); Mean corpuscular hemoglobin concentration; Mean reticulocyte volume; mean corpuscular hemoglobin (MCH, mean, inv-norm transformed); mean corpuscular hemoglobin concentration (MCHC, minimum, inv-norm transformed)",38
EFTUD2,Both (Shared),True,True,15,COVID-19 (hospitalized covid vs population); Endometriosis or asthma (pleiotropy); Fornix white matter microstructure (intra-cellular volume fraction); GFAP protein levels; IDP dMRI TBSS ICVF Sagittal stratum R; IDP dMRI TBSS ICVF Tapetum L; NCAN protein levels; Oligodendroglioma; Platelet count (UKB data field 30080); SIOPS occupational score (MTAG),8
PLCD3,Both (Shared),True,True,22,Diastolic blood pressure (MTAG); Height (baseline); Hematological traits (multi-trait analysis); Hypertension; LRRC37A2 protein levels; Metabolic syndrome; Migraine or glucose levels; Physical function (baseline); Systolic blood pressure (MTAG); Whole body fat free mass (UKB data field 23101),24
PLEKHM1,Both (Shared),True,True,95,Anteromedial temporal area; CXCL11 levels; Diastolic blood pressure; Dorsolateral prefrontal area; Hemoglobin concentration; Omega-3 fatty acids to Omega-6 fatty acids ratio; Omega-3 fatty acids to total fatty acids percentage; Ovarian cancer or hospitalized COVID-19 (pleiotropy); Total diffusion tensor imaging along the perivascular space index; aparc-DKTatlas rh area lateraloccipital,53
UBE2Z,Both (Shared),True,True,21,Brain morphology (MOSTest); Coronary heart disease; Neutrophil count; Never eat sugar vs no sugar restrictions (UKB data field 6144); Platelet count; Polyunsaturated fatty acids to monounsaturated fatty acids ratio; Prostate cancer; Systolic blood pressure (MTAG); Type 2 diabetes; Type 2 diabetes or schizophrenia (pleiotropy),20
KIF2B,Both (Shared),True,True,38,"Adult body size; Complement factor H-related protein 3 levels; Photic sneeze reflex; Post bronchodilator FEV1; Smoking initiation; Smoking initiation (ever regular vs never regular) (MTAG); Smoking status; Smoking status (ever vs never smokers); Type 2 diabetes; height (mean, inv-normal transformed)",37
ISCA1P3,Both (Shared),True,True,40,"Adult body size; Bone mineral density mean; Complement factor H-related protein 3 levels; PC1 of Congitive Measures; Photic sneeze reflex; Post bronchodilator FEV1; Schizophrenia; Smoking initiation; Type 2 diabetes; height (mean, inv-normal transformed)",40
MSI2,Both (Shared),True,True,118,"Eosinophill percentage (UKB data field 30210); Hematological traits (multi-trait analysis); Mean platelet volume; Memory decline; Smoking initiation (ever regular vs never regular) (MTAG); Spherical equivalent; Vertical cup-disc ratio; Youthful appearance (self-reported); eosinophil (absolute count, maximum, inv-norm transformed); white blood cell count (WBC, minimum, inv-norm transformed)",96
DYNLL2-DT,Both (Shared),True,True,7,Body mass index; Body mass index (MTAG); Educational attainment; Educational attainment (MTAG); Educational attainment (years of education); Height; Serum levels of protein DYNLL2,9
